SEX,SEX_MAP,EMOT,/content/drive/MyDrive/project_gender_sterotype_persian,id,SIT,SIT_Persian
2,female,3,anger,1916,"I was at the corner shop, which I patronise regularly I had only a $ 50 note and I purchased about $ 3 worth of goods that I really needed - the keeper made sarcastic remarks to others about people using him to cash notes.",شب هنگام به مغازه ی گوشه ای که به طور منظم از آن خرید می کنم رفتم. فقط یک برگ اسکناس 50 دلاری داشتم و حدود 3 دلار ارزش کالاهای مورد نیازم را خریدم. صاحب مغازه با طعنه و کنایه در مورد افرادی که برای تبدیل اسکناس به او مراجعه می کنند، سخن می گفت.
2,female,4,sadness,6670,When my grandmother died after a long illness.,وقتی بعد از یک بیماری طولانی مادربزرگم فوت کرد.
1,male,3,anger,6346,My girlfriend mentioned a certain girl's name who was my girl some time back and she is no longer mine that she said she was still mine.,دوستدخترم نام یک دختر خاصی را که پیش از این دختر من بود ذکر کرد و او دیگر متعلق به من نیست، اما او گفت که هنوز متعلق به من است.
2,female,4,sadness,6712,My boyfriend didn't turn up after promising that he was coming.,دوست پسرم بعد از وعده آمدن خود ظاهر نشد.
1,male,6,shame,4561,"I was with my colleagues and we met an elderly man who was very drunk, as he approached us he started to undress.",به همکارانم ملحق شدم و با مردی سالخورده که بسیار مست بود برخورد کردیم. هنگامی که به سمت ما آمد، شروع به درآوردن لباس کرد.
2,female,3,anger,1457,It happened in a tram: some older people started to grumble about the young people just because I had not immediately left my seat to them.,در یک واگن ترامواژ اتفاق افتاد: برخی از افراد مسن شروع به غرولند درباره جوانان کردند، فقط به این دلیل که من بلافاصله صندلی خود را به آنها تخلیه نکرده بودم.
2,female,1,joy,2855,"I am a sportwoman as well. I felt joy when after an year of practice, at a contest, I covered the norms for a master of sports.",من نیز یک ورزشکار هستم. احساس خوشحالی کردم پس از یک سال تمرین، در یک مسابقه، معیارهای مربوط به مقام قهرمانی را کسب کردم.
1,male,7,guilt,5978,[ Whenever I do something prohibited or wrong I feel guilty.],[هر وقت که کاری ممنوع یا اشتباه انجام می دهم احساس گناه می کنم.]
1,male,5,disgust,4546,When I failed the grade 7 twice and only passed it the third time.,وقتی که من کلاس هفتم را دو بار مردود شدم و تنها در بار سوم آن را پشت سر گذاشتم.
1,male,7,guilt,644,A boy who shot dead a squirrel.,یک پسر که یک سنجاب را به قتل رساند.
1,male,2,fear,2551,When I and the person mentioned above had a suspicion of pregnancy.,زمانی که من و شخص مذکور فوق مشکوک به بارداری بودیم.
2,female,4,sadness,4128,"A class-mate died after being two months in coma, after a car accident.",در پی تصادف رانندگی، همکلاسی پس از دوماه کما درگذشت.
2,female,3,anger,7346,My classmate always borrowed my notes and would not return it to me on time.  When I had a test she was selfish and irresponsible and so delayed my studies.,همکلاسی من همیشه یادداشت‌های من را قرض می‌گرفت و به موقع آن را به من برنمی‌گرداند. وقتی امتحان داشتم، او خودخواه و بی‌مسئولیت بود و در نتیجه مطالعه من به تأخیر می‌افتاد.
2,female,5,disgust,7383,It was a narrow and dirty passage which was located near the market and I had to stand there to wait for people.,کوچه‌ای باریک و کثیف بود که نزدیک بازار قرار داشت و من مجبور بودم آنجا بایستم و منتظر مردم بمانم.
1,male,1,joy,4913,I was very happy when my scholarship to continue studying at UNZA was approved after it had been cancelled.,کاملاً خوشحال شدم وقتی که بورسیه من برای ادامه تحصیل در دانشگاه UNZA پس از لغو شدنش تأیید شد.
1,male,6,shame,2655,I didn't do an important job and it had an adverse effect on other people.,من یک کار مهم را انجام ندادم و این تأثیر نامطلوبی بر دیگران داشت.
2,female,1,joy,1713,"I had a quarrel with my fiancT. When he admitted his fault, everything was allright. It was then for the first time that he surprised me with coffee and cake and a bunch of flowers.",با نامزدم اختلاف پیدا کرده بودم. وقتی او اشتباه خود را پذیرفت، همه چیز درست شد. آن زمان برای اولین بار او مرا با قهوه، کیک و دسته گلی شگفت زده کرد.
2,female,6,shame,602,[ Do not remember any situation of that kind.],به آن دست نیازید.
2,female,7,guilt,577,"I snapped very abruptly at my mother when she said something silly and stupid, (in front of other people) she looked so defenceless & hurt & told them that I'm always doing that.",به مادرم خیلی ناگهانی و تند پاسخ دادم وقتی که چیزی احمقانه و احمقانه گفت (در مقابل دیگران) او بی‌دفاع و آسیب‌دیده به نظر می‌رسید و به آنها گفت که من همیشه این کار را می‌کنم.
2,female,7,guilt,5244,When my friend ended up pregnant by a gentleman whom I considered to be good and faithful but he ended up neglecting her and not bothering about her.,وقتی دوستم باردار شد از یک مرد که من او را خوب و وفادار میدانستم، اما او در نهایت او را نادیده گرفت و هیچ توجهی به او نداشت.
1,male,6,shame,674,Stealing from my mother's purse when I was a little boy.,دزدی از کیف پول مادرم وقتی پسر کوچکی بودم.
2,female,4,sadness,574,My sister won a scholarship to Norway and it was particularly as she walked across the tarmac to get on the plane and she looked back at us.,پرورش خواهرم بورسیه ای به نروژ کسب کرد و مخصوصاً زمانی که او روی تارماک راه می‌رفت تا سوار هواپیما شود و به سمت ما برگشت نگاه کرد.
